Tissue	Target?	z-score	GSM
brain	All Non-Target Tissues	-0.2340387230303309	GSM379874
brain	All Non-Target Tissues	-1.0028048936300824	GSM379874
brain	Target Tissue	-0.46147174830487064	GSM379874
brain	All Non-Target Tissues	-0.8210579092933756	GSM379874
brain	All Non-Target Tissues	0.3750018581429416	GSM379874
brain	All Non-Target Tissues	-0.4284949105036619	GSM379873
brain	All Non-Target Tissues	-0.3398945184897912	GSM379873
brain	All Non-Target Tissues	0.13120489136251637	GSM379873
brain	Target Tissue	0.08889943073146006	GSM379873
brain	All Non-Target Tissues	0.19516907291914914	GSM379873
brain	All Non-Target Tissues	-0.20051282490640182	GSM379873
brain	All Non-Target Tissues	-0.23428108737613743	GSM379866
brain	All Non-Target Tissues	-0.148844702486205	GSM379866
brain	All Non-Target Tissues	0.36974657905442043	GSM379866
brain	Target Tissue	1.4892442444374538	GSM379866
brain	All Non-Target Tissues	-0.03984047941124044	GSM379866
brain	All Non-Target Tissues	0.47495092664226685	GSM379866
brain	All Non-Target Tissues	-0.2624863764206114	GSM379865
brain	All Non-Target Tissues	0.006186287712221055	GSM379865
brain	All Non-Target Tissues	0.44232579192205773	GSM379865
brain	Target Tissue	1.4909604798696166	GSM379865
brain	All Non-Target Tissues	0.10285797991153658	GSM379865
brain	All Non-Target Tissues	-0.18977175960683085	GSM379865
brain	All Non-Target Tissues	-0.1765044898063539	GSM379856
brain	All Non-Target Tissues	-0.06557905896502148	GSM379856
brain	All Non-Target Tissues	1.2206645327988097	GSM379856
brain	Target Tissue	1.2962458885429269	GSM379856
brain	All Non-Target Tissues	-0.6778079633026075	GSM379856
brain	All Non-Target Tissues	3.6548445267316243	GSM379856
brain	All Non-Target Tissues	-0.9790625918774905	GSM379859
brain	All Non-Target Tissues	-0.7992086622554408	GSM379859
brain	All Non-Target Tissues	-0.3133573692078035	GSM379859
brain	Target Tissue	1.0701887326552713	GSM379859
brain	All Non-Target Tissues	-0.7631361249703486	GSM379859
brain	All Non-Target Tissues	-0.6199935039495779	GSM379859
brain	All Non-Target Tissues	-0.3988802990839433	GSM379857
brain	All Non-Target Tissues	-0.09269125361461539	GSM379857
brain	All Non-Target Tissues	-0.23128142681816788	GSM379857
brain	Target Tissue	1.949140094731347	GSM379857
brain	All Non-Target Tissues	0.37925636206353086	GSM379857
brain	All Non-Target Tissues	-1.0102352823252623	GSM379857
brain	All Non-Target Tissues	-0.5734767344531031	GSM379855
brain	All Non-Target Tissues	0.26218631416372573	GSM379855
brain	All Non-Target Tissues	-1.1909038165891606	GSM379855
brain	Target Tissue	-0.40436239929918183	GSM379855
brain	All Non-Target Tissues	-1.0963100827820829	GSM379855
brain	All Non-Target Tissues	0.5985452217566394	GSM379855
brain	All Non-Target Tissues	-0.3885610810198075	GSM379861
brain	All Non-Target Tissues	-0.4438713830984967	GSM379861
brain	All Non-Target Tissues	-0.5963340002559421	GSM379861
brain	Target Tissue	5.149938716381731	GSM379861
brain	All Non-Target Tissues	-0.6556387144276505	GSM379861
brain	All Non-Target Tissues	-0.2643151237621242	GSM379861
brain	All Non-Target Tissues	-0.8553500039917397	GSM379860
brain	All Non-Target Tissues	-0.7660408816987748	GSM379860
brain	All Non-Target Tissues	-0.50771120975101	GSM379860
brain	Target Tissue	3.686410419252373	GSM379860
brain	All Non-Target Tissues	-0.8239364878121282	GSM379860
brain	All Non-Target Tissues	-0.5518989865287245	GSM379860
brain	All Non-Target Tissues	-0.8179401842344419	GSM379863
brain	All Non-Target Tissues	-0.6894060496105859	GSM379863
brain	All Non-Target Tissues	0.5487781508243325	GSM379863
brain	Target Tissue	-0.08305209513819563	GSM379863
brain	All Non-Target Tissues	-0.8763917355798914	GSM379863
brain	All Non-Target Tissues	-0.8415821718980185	GSM379863
brain	All Non-Target Tissues	-0.24117583978116502	GSM379869
brain	All Non-Target Tissues	0.19200246369624954	GSM379869
brain	All Non-Target Tissues	-0.4865557105718831	GSM379869
brain	Target Tissue	-2.8451920782886995	GSM379869
brain	All Non-Target Tissues	0.932784685921873	GSM379869
brain	All Non-Target Tissues	-1.0229847927831077	GSM379869
brain	All Non-Target Tissues	-1.0517827619783846	GSM379868
brain	All Non-Target Tissues	-0.5017877542683369	GSM379868
brain	All Non-Target Tissues	1.2794973674651806	GSM379868
brain	Target Tissue	0.5281470719378683	GSM379868
brain	All Non-Target Tissues	0.3215443945203147	GSM379868
brain	All Non-Target Tissues	0.19467432307432572	GSM379868
brain	All Non-Target Tissues	-0.31624823856812717	GSM379870
brain	All Non-Target Tissues	-0.8570776684664055	GSM379870
brain	All Non-Target Tissues	1.04441191615252	GSM379870
brain	Target Tissue	2.0768328810528693	GSM379870
brain	All Non-Target Tissues	0.3264713606438304	GSM379870
brain	All Non-Target Tissues	-1.2770961933867484	GSM379870
brain	All Non-Target Tissues	-0.27405000789291956	GSM379872
brain	All Non-Target Tissues	-0.32437853564370545	GSM379872
brain	All Non-Target Tissues	0.4846241714547104	GSM379872
brain	Target Tissue	0.3921238115866886	GSM379872
brain	All Non-Target Tissues	0.39538397400501796	GSM379872
brain	All Non-Target Tissues	-0.16734682566380898	GSM379872
brain	All Non-Target Tissues	0.6468531323571206	GSM520521
brain	All Non-Target Tissues	0.41554837106551634	GSM520521
brain	All Non-Target Tissues	0.5069195186600899	GSM520521
brain	Target Tissue	-1.9820729794276806	GSM520521
brain	All Non-Target Tissues	0.481047104671121	GSM520521
brain	All Non-Target Tissues	0.4030598223999128	GSM520521
brain	All Non-Target Tissues	0.43712536362347426	GSM520522
brain	All Non-Target Tissues	0.3519571497588068	GSM520522
brain	All Non-Target Tissues	0.3542783940238073	GSM520522
brain	Target Tissue	2.358272625772532	GSM520522
brain	All Non-Target Tissues	0.32507825970191195	GSM520522
brain	All Non-Target Tissues	0.1957332251897948	GSM520522
brain	All Non-Target Tissues	-0.30819964050036885	GSM520524
brain	All Non-Target Tissues	-0.24880086262913984	GSM520524
brain	All Non-Target Tissues	-0.28987515100973577	GSM520524
brain	Target Tissue	-0.2544250396701845	GSM520524
brain	All Non-Target Tissues	-0.2284685712453547	GSM520524
brain	All Non-Target Tissues	-0.13756346039677866	GSM520524
brain	All Non-Target Tissues	-0.3168668730789205	GSM520525
brain	All Non-Target Tissues	-0.2551294680715559	GSM520525
brain	All Non-Target Tissues	-0.16736826593830106	GSM520525
brain	Target Tissue	-0.41345019080356726	GSM520525
brain	All Non-Target Tissues	-0.23564528675212856	GSM520525
brain	All Non-Target Tissues	-0.1418846403910931	GSM520525
brain	All Non-Target Tissues	-0.7046993855734214	GSM520523
brain	All Non-Target Tissues	-0.281934190261211	GSM520523
brain	All Non-Target Tissues	-0.9488971890429573	GSM520523
brain	Target Tissue	0.8952801673948181	GSM520523
brain	All Non-Target Tissues	-0.4154086378707596	GSM520523
brain	All Non-Target Tissues	-0.2501221476228578	GSM520523
brain	All Non-Target Tissues	0.2125228849440067	GSM520526
brain	All Non-Target Tissues	0.1711155541819368	GSM520526
brain	All Non-Target Tissues	-0.23792208832455844	GSM520526
brain	Target Tissue	1.3657622530315228	GSM520526
brain	All Non-Target Tissues	0.15804749697374298	GSM520526
brain	All Non-Target Tissues	0.09516215062862632	GSM520526
lung	All Non-Target Tissues	-1.1017624042500676	GSM267046
lung	All Non-Target Tissues	-1.0085318814249675	GSM267046
lung	All Non-Target Tissues	-0.8744546298872432	GSM267046
lung	All Non-Target Tissues	-0.94159032381072	GSM267046
lung	Target Tissue	-1.2301220892792433	GSM267046
lung	All Non-Target Tissues	-0.5080868892206772	GSM267046
lung	All Non-Target Tissues	-1.1009882820333936	GSM267045
lung	All Non-Target Tissues	-1.0302759661746201	GSM267045
lung	All Non-Target Tissues	-0.5745109147157484	GSM267045
lung	All Non-Target Tissues	-0.9541853533318665	GSM267045
lung	Target Tissue	-1.2621791762308447	GSM267045
lung	All Non-Target Tissues	0.09058756812406159	GSM267045
lung	All Non-Target Tissues	-1.1284465454510328	GSM267047
lung	All Non-Target Tissues	-1.0879123714216277	GSM267047
lung	All Non-Target Tissues	-0.5654248382664092	GSM267047
lung	All Non-Target Tissues	-1.1184598642348522	GSM267047
lung	Target Tissue	-1.977825143429618	GSM267047
lung	All Non-Target Tissues	-0.24050387259583803	GSM267047
lung	All Non-Target Tissues	0.08286093198396885	GSM272755
lung	All Non-Target Tissues	0.026017513906156114	GSM272755
lung	All Non-Target Tissues	-1.2374561285184318	GSM272755
lung	All Non-Target Tissues	-1.8919624721254424	GSM272755
lung	Target Tissue	3.4195304679148597	GSM272755
lung	All Non-Target Tissues	-1.7391662100585157	GSM272755
lung	All Non-Target Tissues	0.2887298745639724	GSM272770
lung	All Non-Target Tissues	-1.8328007449462154	GSM272770
lung	All Non-Target Tissues	-0.8483109479368609	GSM272770
lung	All Non-Target Tissues	0.3053337624157564	GSM272770
lung	Target Tissue	19.451035256829908	GSM272770
lung	All Non-Target Tissues	-1.5181914150634734	GSM272770
lung	All Non-Target Tissues	-0.6971696424016844	GSM272761
lung	All Non-Target Tissues	-0.7888222698155264	GSM272761
lung	All Non-Target Tissues	-1.1827306803601707	GSM272761
lung	All Non-Target Tissues	0.15736765048897616	GSM272761
lung	Target Tissue	5.013263877404501	GSM272761
lung	All Non-Target Tissues	-0.6632989655088337	GSM272761
lung	All Non-Target Tissues	-0.5395405703335688	GSM272767
lung	All Non-Target Tissues	-0.9496569654025866	GSM272767
lung	All Non-Target Tissues	-0.13274250984526012	GSM272767
lung	All Non-Target Tissues	0.38756021839305227	GSM272767
lung	Target Tissue	2.1002200422442945	GSM272767
lung	All Non-Target Tissues	-0.45320995713852663	GSM272767
lung	All Non-Target Tissues	-3.429753244625504	GSM272769
lung	All Non-Target Tissues	0.7046108163820283	GSM272769
lung	All Non-Target Tissues	1.9353835660654004	GSM272769
lung	All Non-Target Tissues	0.05992972740036291	GSM272769
lung	Target Tissue	7.104731077813823	GSM272769
lung	All Non-Target Tissues	-1.287683425680477	GSM272769
lung	All Non-Target Tissues	-0.315622395669249	GSM272772
lung	All Non-Target Tissues	-0.9037571560169134	GSM272772
lung	All Non-Target Tissues	-0.8298793367507169	GSM272772
lung	All Non-Target Tissues	1.2023947006772258	GSM272772
lung	Target Tissue	23.186929495530343	GSM272772
lung	All Non-Target Tissues	-1.293208327784307	GSM272772
lung	All Non-Target Tissues	-0.30076993119915735	GSM272754
lung	All Non-Target Tissues	-0.6324885652389608	GSM272754
lung	All Non-Target Tissues	0.030345542604721096	GSM272754
lung	All Non-Target Tissues	-1.6265206574083841	GSM272754
lung	Target Tissue	5.591104714788035	GSM272754
lung	All Non-Target Tissues	-0.3607884447314872	GSM272754
lung	All Non-Target Tissues	-0.7315962595812342	GSM272768
lung	All Non-Target Tissues	-0.10159341640623304	GSM272768
lung	All Non-Target Tissues	0.2513873554148039	GSM272768
lung	All Non-Target Tissues	-0.7916130280567617	GSM272768
lung	Target Tissue	0.20550951433741813	GSM272768
lung	All Non-Target Tissues	0.35098899908261666	GSM272768
lung	All Non-Target Tissues	0.09496686767328857	GSM272758
lung	All Non-Target Tissues	-0.3125440864524659	GSM272758
lung	All Non-Target Tissues	-0.8697059815082617	GSM272758
lung	All Non-Target Tissues	-0.09177785160602515	GSM272758
lung	Target Tissue	3.6520453668082062	GSM272758
lung	All Non-Target Tissues	-0.44129414639074005	GSM272758
lung	All Non-Target Tissues	-0.3292777605629313	GSM272763
lung	All Non-Target Tissues	-0.6585135891783831	GSM272763
lung	All Non-Target Tissues	-0.6773654170308478	GSM272763
lung	All Non-Target Tissues	-0.3703933970173023	GSM272763
lung	Target Tissue	7.3859532239681815	GSM272763
lung	All Non-Target Tissues	-2.4203666067100023	GSM272763
lung	All Non-Target Tissues	-0.04309074531188184	GSM272760
lung	All Non-Target Tissues	-0.6516763255922112	GSM272760
lung	All Non-Target Tissues	-1.123265808343768	GSM272760
lung	All Non-Target Tissues	-0.5826473921036577	GSM272760
lung	Target Tissue	6.531958641195781	GSM272760
lung	All Non-Target Tissues	0.2309277661965395	GSM272760
lung	All Non-Target Tissues	-0.28979365906746124	GSM272757
lung	All Non-Target Tissues	-0.26644107449232285	GSM272757
lung	All Non-Target Tissues	-0.09790069377638304	GSM272757
lung	All Non-Target Tissues	-0.5415981005853022	GSM272757
lung	Target Tissue	7.296117841940495	GSM272757
lung	All Non-Target Tissues	-0.6403452475204401	GSM272757
lung	All Non-Target Tissues	0.061065975418197034	GSM272762
lung	All Non-Target Tissues	0.11326309872501915	GSM272762
lung	All Non-Target Tissues	0.6669395862227853	GSM272762
lung	All Non-Target Tissues	-0.1216786052567155	GSM272762
lung	Target Tissue	7.419661146284201	GSM272762
lung	All Non-Target Tissues	-0.1530276296249568	GSM272762
lung	All Non-Target Tissues	-0.04148848635396074	GSM272756
lung	All Non-Target Tissues	-0.25684132102263346	GSM272756
lung	All Non-Target Tissues	-0.23644929266536177	GSM272756
lung	All Non-Target Tissues	-0.32819181547945103	GSM272756
lung	Target Tissue	8.459993568341794	GSM272756
lung	All Non-Target Tissues	2.4135896798640744	GSM272756
lung	All Non-Target Tissues	-0.5921490153256336	GSM272771
lung	All Non-Target Tissues	-0.6291915843794361	GSM272771
lung	All Non-Target Tissues	-0.2494255050256062	GSM272771
lung	All Non-Target Tissues	-1.4841446216366208	GSM272771
lung	Target Tissue	15.096711284860248	GSM272771
lung	All Non-Target Tissues	-2.6264395045424456	GSM272771
lung	All Non-Target Tissues	-0.698180842581041	GSM272764
lung	All Non-Target Tissues	0.1389517278088217	GSM272764
lung	All Non-Target Tissues	-1.2137726392078703	GSM272764
lung	All Non-Target Tissues	-1.0194778205916522	GSM272764
lung	Target Tissue	-1.5651949191150234	GSM272764
lung	All Non-Target Tissues	-1.0678627911178267	GSM272764
lung	All Non-Target Tissues	0.034418306581588315	GSM272759
lung	All Non-Target Tissues	-0.7252519349874342	GSM272759
lung	All Non-Target Tissues	-0.42273483915147253	GSM272759
lung	All Non-Target Tissues	0.5613009114485951	GSM272759
lung	Target Tissue	3.0146608571359126	GSM272759
lung	All Non-Target Tissues	-0.6192379959205833	GSM272759
lung	All Non-Target Tissues	-0.18887922524513204	GSM272766
lung	All Non-Target Tissues	0.0022486650096258964	GSM272766
lung	All Non-Target Tissues	-0.49082624876566744	GSM272766
lung	All Non-Target Tissues	1.2916901138653005	GSM272766
lung	Target Tissue	4.230612810973496	GSM272766
lung	All Non-Target Tissues	-0.38728193736908995	GSM272766
lung	All Non-Target Tissues	-0.3138567572080649	GSM272765
lung	All Non-Target Tissues	-0.46901827531262946	GSM272765
lung	All Non-Target Tissues	-0.8037914673217352	GSM272765
lung	All Non-Target Tissues	-0.27868968235811176	GSM272765
lung	Target Tissue	1.5626557720548115	GSM272765
lung	All Non-Target Tissues	-0.1662056261880426	GSM272765
lung	All Non-Target Tissues	-1.2486031134157887	GSM386494
lung	All Non-Target Tissues	-1.1428641429584077	GSM386494
lung	All Non-Target Tissues	-1.2104793537085974	GSM386494
lung	All Non-Target Tissues	0.18833808816321357	GSM386494
lung	Target Tissue	5.074624219268901	GSM386494
lung	All Non-Target Tissues	-0.7405776302688782	GSM386494
lung	All Non-Target Tissues	-1.0104792349536234	GSM386495
lung	All Non-Target Tissues	-0.8972097784862331	GSM386495
lung	All Non-Target Tissues	-1.1548872966216825	GSM386495
lung	All Non-Target Tissues	-0.3089629811435974	GSM386495
lung	Target Tissue	3.090076856438382	GSM386495
lung	All Non-Target Tissues	-0.6257564007480816	GSM386495
lung	All Non-Target Tissues	-1.391303594303612	GSM386496
lung	All Non-Target Tissues	-1.0266631182369808	GSM386496
lung	All Non-Target Tissues	-1.4396590025859264	GSM386496
lung	All Non-Target Tissues	-1.0031218846789678	GSM386496
lung	Target Tissue	1.69179684299955	GSM386496
lung	All Non-Target Tissues	-0.33707790757718054	GSM386496
lung	All Non-Target Tissues	0.5548526429729385	GSM429909
lung	All Non-Target Tissues	0.40677309350324314	GSM429909
lung	All Non-Target Tissues	0.3559302860246663	GSM429909
lung	All Non-Target Tissues	-0.3331972262779396	GSM429909
lung	Target Tissue	6.934191343246977	GSM429909
lung	All Non-Target Tissues	-1.1782956000542872	GSM429909
lung	All Non-Target Tissues	0.30915213237336325	GSM429904
lung	All Non-Target Tissues	0.03692873717404729	GSM429904
lung	All Non-Target Tissues	0.6251191716903222	GSM429904
lung	All Non-Target Tissues	1.2383442333286991	GSM429904
lung	Target Tissue	10.163899958830003	GSM429904
lung	All Non-Target Tissues	0.8888251969615072	GSM429904
lung	All Non-Target Tissues	-0.7324238112244181	GSM452736
lung	All Non-Target Tissues	-0.17148686499414464	GSM452736
lung	All Non-Target Tissues	-1.7854376415603144	GSM452736
lung	All Non-Target Tissues	0.8867644452362945	GSM452736
lung	Target Tissue	1.2582725895536138	GSM452736
lung	All Non-Target Tissues	-2.5393904603942383	GSM452736
lung	All Non-Target Tissues	-0.5597050252005226	GSM533887
lung	All Non-Target Tissues	0.6647234082091064	GSM533887
lung	All Non-Target Tissues	-1.6503931538940877	GSM533887
lung	All Non-Target Tissues	-0.4370260751493463	GSM533887
lung	Target Tissue	20.282129319281427	GSM533887
lung	All Non-Target Tissues	-0.9659673206777343	GSM533887
kidney	All Non-Target Tissues	-0.02480464848837753	GSM279061
kidney	All Non-Target Tissues	-0.2417610736217148	GSM279061
kidney	All Non-Target Tissues	-0.5111963159846731	GSM279061
kidney	All Non-Target Tissues	-0.1628570353501486	GSM279061
kidney	All Non-Target Tissues	-0.9587080549077935	GSM279061
kidney	Target Tissue	12.034783599444662	GSM279061
kidney	All Non-Target Tissues	-0.10732230200480512	GSM279062
kidney	All Non-Target Tissues	0.582184554803854	GSM279062
kidney	All Non-Target Tissues	0.19893460461071508	GSM279062
kidney	All Non-Target Tissues	-0.5926914527746333	GSM279062
kidney	All Non-Target Tissues	-1.0795546074588884	GSM279062
kidney	Target Tissue	10.66031512143343	GSM279062
kidney	All Non-Target Tissues	-0.21917952331693583	GSM279060
kidney	All Non-Target Tissues	-0.10115341368934305	GSM279060
kidney	All Non-Target Tissues	0.08908657071419729	GSM279060
kidney	All Non-Target Tissues	-0.3059949260826459	GSM279060
kidney	All Non-Target Tissues	-1.0808838379635595	GSM279060
kidney	Target Tissue	10.651602070503403	GSM279060
kidney	All Non-Target Tissues	-0.003028000319117546	GSM469550
kidney	All Non-Target Tissues	0.20346947186990708	GSM469550
kidney	All Non-Target Tissues	0.9615555072071811	GSM469550
kidney	All Non-Target Tissues	-0.7222959037197891	GSM469550
kidney	All Non-Target Tissues	1.0110945073809523	GSM469550
kidney	Target Tissue	69.75523020614101	GSM469550
kidney	All Non-Target Tissues	-0.05288098379126883	GSM469549
kidney	All Non-Target Tissues	-0.8526737721255758	GSM469549
kidney	All Non-Target Tissues	0.8438757547299923	GSM469549
kidney	All Non-Target Tissues	-0.8464564507368831	GSM469549
kidney	All Non-Target Tissues	1.9291535366688555	GSM469549
kidney	Target Tissue	23.940713883780507	GSM469549
kidney	All Non-Target Tissues	-0.32883935892064536	GSM469548
kidney	All Non-Target Tissues	-0.6713809896759275	GSM469548
kidney	All Non-Target Tissues	0.6411296745063587	GSM469548
kidney	All Non-Target Tissues	-0.7196708468510579	GSM469548
kidney	All Non-Target Tissues	0.035407350041301716	GSM469548
kidney	Target Tissue	43.481480042253	GSM469548
kidney	All Non-Target Tissues	0.12985928383112913	GSM469551
kidney	All Non-Target Tissues	0.11349361489969073	GSM469551
kidney	All Non-Target Tissues	0.08435677203953124	GSM469551
kidney	All Non-Target Tissues	0.1669566680532449	GSM469551
kidney	All Non-Target Tissues	-0.9931832966296866	GSM469551
kidney	Target Tissue	1.4907312581656864	GSM469551
kidney	All Non-Target Tissues	0.2050501560261295	GSM469552
kidney	All Non-Target Tissues	-0.2227471998478567	GSM469552
kidney	All Non-Target Tissues	0.2051427438549893	GSM469552
kidney	All Non-Target Tissues	1.2421892403444506	GSM469552
kidney	All Non-Target Tissues	-1.0981707132782987	GSM469552
kidney	Target Tissue	1.6193931771315215	GSM469552
kidney	All Non-Target Tissues	-0.7621984189262326	GSM190876
kidney	All Non-Target Tissues	-0.8036036487620711	GSM190876
kidney	All Non-Target Tissues	-0.7596229382610715	GSM190876
kidney	All Non-Target Tissues	-0.7967862395307832	GSM190876
kidney	All Non-Target Tissues	-0.5619667428081679	GSM190876
kidney	Target Tissue	16.558718305401214	GSM190876
kidney	All Non-Target Tissues	-1.0296912425643971	GSM190877
kidney	All Non-Target Tissues	-1.1449814562546208	GSM190877
kidney	All Non-Target Tissues	-1.16778069682624	GSM190877
kidney	All Non-Target Tissues	-0.9504655736578651	GSM190877
kidney	All Non-Target Tissues	-0.3873489733224594	GSM190877
kidney	Target Tissue	15.182931072357253	GSM190877
kidney	All Non-Target Tissues	-0.7877140384758059	GSM190878
kidney	All Non-Target Tissues	-0.7089102946626474	GSM190878
kidney	All Non-Target Tissues	-1.4695722474330257	GSM190878
kidney	All Non-Target Tissues	-0.6307549380917955	GSM190878
kidney	All Non-Target Tissues	-0.6842326976896748	GSM190878
kidney	Target Tissue	13.631231456327377	GSM190878
